profile_id,customer_id,email,loyalty_tier,marketing_opt_in,preferred_channel,birth_date,gender
CRMP-000192,CUST-001021,benjamin.lawrence903@hotmail.com,Gold,Yes,In-Store,1980-01-09,Male
CRMP-001774,CUST-000870,charles.salazar547@gmail.com,Silver,Yes,Web,1968-05-22,Female
CRMP-002249,CUST-000981,joseph.anderson937@hotmail.com,Bronze,Yes,Web,1967-01-11,Female
CRMP-002733,CUST-000205,JESSICA.HESTER44@HOTMAIL.COM,Gold,Yes,Web,1982-01-25,Non-binary
CRMP-000932,CUST-000058,diane.adams546@hotmail.com,Silver,No,Mobile App,1943-10-08,Female
CRMP-002103,CUST-001286,eileen.lane377@hotmail.com,Gold,Yes,Mobile App,1980-02-15,Male
CRMP-002165,CUST-002636,april.cooper473@yahoo.com,Silver,No,In-Store,1978-07-08,Non-binary
CRMP-001456,CUST-000956,james.chavez126@gmail.com,Silver,No,Web,1957-08-25,Female
CRMP-001562,000171,alexis.bauer722@hotmail.com,Silver,No,In-Store,1943-09-20,Male
CRMP-002686,CUST-001476,veronica.gutierrez929@gmail.com,Gold,No,Mobile App,1961-11-29,Male
CRMP-002315,CUST-001167,deborah.compton312@yahoo.com,Platinum,No,Web,2002-07-22,Female
CRMP-000321,CUST-002623,melissa.jones985@yahoo.com,Silver,Yes,Web,1945-01-04,Male
CRMP-000639,CUST-001045,faith.hill303@hotmail.com,,No,Mobile App,1974-10-09,Female
CRMP-002593,CUST-003000,angela.fox64@gmail.com,Bronze,No,Mobile App,1940-11-19,Female
CRMP-001042,CUST-001244,brad.brooks835@gmail.com,Silver,Yes,Web,1998-05-01,Male
CRMP-001212,CUST-000032,troy.morris854@yahoo.com,Bronze,No,Web,2002-06-14,Male
CRMP-001211,CUST001717,danielle.wilkins900@yahoo.com,Gold,Yes,Marketplace,1976-07-07,Male
CRMP-000756,CUST-001197,rachel.miller843@yahoo.com,Platinum,Yes,Mobile App,1972-03-03,Female
CRMP-002153,CUST-001340,gabriel.mcdonald694@hotmail.com,Bronze,No,Marketplace,1953-04-24,Male
CRMP-000266,CUST-001482,amanda.herrera910@hotmail.com,Gold,Yes,Web,1996-05-29,Female
CRMP-001579,CUST-000468,aaron.welch31@yahoo.com,Platinum,No,Mobile App,1971-11-15,Female
CRMP-002624,CUST-000089,stephanie.mcclain299@hotmail.com,Gold,Yes,Mobile App,1948-12-30,Male
CRMP-000310,CUST-000138,heidi.patterson515@yahoo.com,Silver,No,In-Store,1981-03-26,Male
CRMP-001285,CUST-002174,steve.reynolds991@gmail.com,Silver,Yes,Mobile App,2000-11-27,male
CRMP-002114,CUST-001968,ann.martin606@hotmail.com,Bronze,Yes,Web,1989-08-14,Female
CRMP-000335,CUST-001845,paul.roberts605@gmail.com,Bronze,Yes,Mobile App,1968-07-01,Male
CRMP-002477,CUST-002204,daniel.adkins550@gmail.com,Bronze,Yes,Mobile App,1996-09-13,FEMALE
CRMP-001613,CUST-000090,kenneth.carter152@hotmail.com,Silver,No,Web,1943-09-13,Male
CRMP-001280,CUST-001031,emily.stokes725@hotmail.com,Platinum,Yes,In-Store,1984-07-25,Male
CRMP-000907,CUST-001751,christine.torres899@yahoo.com,Bronze,No,Mobile App,1974-05-15,male
CRMP-000115,CUST-002325,john.esparza750@hotmail.com,Bronze,No,Web,1982-03-16,Male
CRMP-001719,CUST-000188,ashley.hoffman313@hotmail.com,Silver,Yes,Marketplace,1947-11-05,Male
CRMP-000254,CUST-002258,sarah.williams591@hotmail.com,Bronze,No,Mobile App,1964-02-04,Male
CRMP-001571,CUST-001697,alan.kelly241@yahoo.com,Gold,Yes,Web,2000-07-23,Male
CRMP-000923,CUST-001269,kathleen.smith175@gmail.com,Platinum,Yes,Mobile App,1945-09-16,Male
CRMP-001255,CUST-002835,donald.jackson352@gmail.com,Silver,Yes,Web,1973-07-08,Male
CRMP-000409,CUST-001537,sarah.cruz70@yahoo.com,Gold,No,Web,1970-01-27,Female
CRMP-000871,CUST-000433,kim.butler444@yahoo.com,Gold,No,Web,1960-05-02,Male
CRMP-000174,CUST-002820,eileen.mitchell490@yahoo.com,Bronze,Yes,Mobile App,1990-10-22,Female
CRMP-002623,CUST-002657,kelly.lopez971@yahoo.com,Bronze,Yes,Web,1945-10-11,Female
CRMP-002509,CUST-001839,eric.fields373@yahoo.com,,Yes,Mobile App,1949-09-26,Non-binary
CRMP-000394,CUST-001327,brooke.martin234@gmail.com,Silver,No,Web,2000-09-01,Non-binary
CRMP-001036,CUST-002826,  alec.cooper983@gmail.com,,No,Marketplace,1992-07-26,Non-binary
CRMP-000973,CUST-002889,DAVID.ELLIOTT690@GMAIL.COM,Gold,No,Mobile App,1967-11-08,Prefer not to say
CRMP-000521,002762,  angelica.carter215@gmail.com,Bronze,Yes,Web,1983-07-03,Female
CRMP-001575,CUST-002016,jennifer.soto389@yahoo.com   ,Gold,No,In-Store,1978-03-19,Female
CRMP-001899,CUST-002999,james.williams764@yahoo.com,Bronze,Yes,Web,1970-05-04,Male
CRMP-002092,CUST-002753,benjamin.davis341@hotmail.com,Silver,No,Web,1991-09-30,Female
CRMP-000237,CUST-001645,patricia.perkins38@yahoo.com,Gold,Yes,Marketplace,1976-05-10,Male
CRMP-001281,CUST-000517,haley.martin589@hotmail.com,Bronze,No,Mobile App,1957-04-01,Female
CRMP-000248,CUST-975381,castroalicia@example.org,Bronze,No,Marketplace,1985-09-07,Male
CRMP-002613,CUST-001117,ashley.brock445@yahoo.com,Platinum,No,Marketplace,1994-06-25,Female
CRMP-001541,CUST-000419,bradley.mcclure268@yahoo.com,Silver,Yes,Web,1955-12-09,Female
CRMP-000926,CUST-002551,christina.brewer231@hotmail.com,Bronze,No,Web,"October 05, 1946",Female
CRMP-002460,CUST-001207,amanda.baker499@yahoo.com,Silver,No,In-Store,1947-11-17,Female
CRMP-001620,CUST-001548,emily.myers129@hotmail.com,Bronze,Yes,Web,2003-10-08,Female
CRMP-002308,CUST-002796,carmen.brown411@yahoo.com,Bronze,Yes,Mobile App,2008-07-28,Male
CRMP-000881,CUST-001157,kristen.conner392@yahoo.com,Silver,No,Web,1961-12-14,Female
CRMP-001785,CUST-001330,cindy.fischer537@gmail.com,Bronze,Yes,Web,1966-07-16,Male
CRMP-002010,000238,william.york946@yahoo.com,Gold,Yes,Mobile App,1989-09-04,Male
CRMP-002268,CUST001115,alyssa.wilson590@gmail.com,Bronze,Yes,In-Store,2001-05-27,Female
CRMP-002453,CUST002180,john.west699@yahoo.com,Bronze,Yes,Marketplace,1956-03-25,Male
CRMP-000081,CUST-001455,shannon.shaw407@hotmail.com,Silver,No,Mobile App,1997-09-04,Male
CRMP-000837,CUST-001859,alyssa.turner381@yahoo.com,,No,In-Store,1987-04-15,Non-binary
CRMP-001171,CUST-000943,hunter.smith807@yahoo.com,Bronze,Yes,Web,1968-12-21,Male
CRMP-001657,CUST-002439,alyssa.nielsen792@gmail.com,Bronze,No,Mobile App,2008-04-19,Female
CRMP-002812,CUST-000096,lisa.sawyer6@yahoo.com,Bronze,Yes,In-Store,1976-12-13,Female
CRMP-001282,CUST-001821,kathleen.silva644@hotmail.com,Platinum,No,Web,1988-07-27,Male
CRMP-000383,CUST-002432,JILL.RIDDLE284@HOTMAIL.COM,Gold,No,Web,2001-06-26,Female
CRMP-001652,CUST-000292,  briana.gonzalez516@hotmail.com,Gold,Yes,Mobile App,1979-05-28,Male
CRMP-002690,CUST-000791,joel.weiss119@yahoo.com,Bronze,Yes,Mobile App,1977-10-06,Female
CRMP-001339,CUST-002414,tracy.mitchell837@gmail.com,Bronze,Yes,Mobile App,1979-03-20,Male
CRMP-001975,CUST-002733,brad.martin295@yahoo.com,Silver,No,Web,1999-02-28,Male
CRMP-001072,CUST-002392,CHRISTOPHER.THOMAS922@HOTMAIL.COM,Silver,No,Mobile App,1943-11-14,Female
CRMP-001627,CUST-002579,walter.wilson420@yahoo.com,Bronze,Yes,Marketplace,1989-01-03,Male
CRMP-000938,CUST-000728,melissa.berry128@hotmail.com,Silver,No,Web,1973-01-29,Male
CRMP-002703,CUST-002687,morgan.wells822@gmail.com,Silver,Yes,Marketplace,1965-11-28,Male
CRMP-002129,CUST-001462,jasmine.bates872@yahoo.com,Bronze,No,Web,1976-02-12,Female
CRMP-001024,CUST002804,cynthia.wilson67@yahoo.com,Bronze,No,Web,1995-05-07,Female
CRMP-002672,CUST002519,melissa.marquez367@hotmail.com,Platinum,Yes,Web,1974-01-13,Female
CRMP-001669,CUST-001605,jonathan.le212@hotmail.com,Silver,Yes,Web,07/16/1986,Male
CRMP-002680,CUST-000984,derek.rosales702@gmail.com,Gold,Yes,Mobile App,1952-09-05,Female
CRMP-000200,CUST-000905,colleen.zamora52@yahoo.com,Silver,Yes,Marketplace,2005-04-03,Female
CRMP-002688,CUST-000083, diana.farley141@hotmail.com ,Silver,No,Web,1964-11-12,Female
CRMP-000300,CUST-000737,kristen.romero821@yahoo.com,Bronze,Yes,Web,1984-10-26,Female
CRMP-002003,CUST-001466,laura.rosales514@gmail.com,Silver,Yes,Mobile App,1980-11-05,Male
CRMP-002541,CUST-002218,angela.jennings745@yahoo.com,Bronze,Yes,Mobile App,1955-11-08,Female
CRMP-000779,CUST-002200,erin.watkins333@hotmail.com,Bronze,Yes,Web,1976-09-10,Non-binary
CRMP-000934,CUST-000771,hannah.mckee439@gmail.com,Silver,Yes,Web,1975-03-04,Female
CRMP-000354,CUST-002490,marilyn.anderson767@gmail.com,,Yes,Mobile App,1962-04-08,Female
CRMP-001039,CUST-001910,daniel.horn146@gmail.com,Silver,Yes,Web,1971-12-03,Male
CRMP-001643,CUST-000547,casey.henderson633@hotmail.com,Bronze,Yes,Web,1977-05-09,Male
CRMP-000036,CUST-001297,angela.hunt779@hotmail.com,Silver,No,Mobile App,1957-11-30,Female
CRMP-000407,CUST-002478,wesley.villanueva625@hotmail.com,Silver,Yes,Web,1971-06-16,Male
CRMP-002485,CUST-001981,zachary.rojas339@hotmail.com,Gold,Yes,Marketplace,2002-07-29,Female
CRMP-002780,CUST-002090,gary.gonzalez932@yahoo.com,Gold,No,In-Store,1972-07-15,Male
CRMP-000727,CUST-001066,samantha.rhodes226@hotmail.com,Silver,No,Marketplace,1941-10-15,Female
CRMP-000596,CUST-000501,nicole.johnson877@gmail.com,Bronze,No,Web,2001-08-13,Female
CRMP-000393,CUST-001141,rachel.allen488@hotmail.com,Gold,Yes,Mobile App,1972-09-07,Female
CRMP-000794,CUST-002652,tony.dean752@yahoo.com,Silver,No,Web,1940-09-10,Male
CRMP-000002,CUST-002771,paul.trujillo93@hotmail.com   ,,Yes,Web,1973-02-11,Male
CRMP-000387,CUST-000036,darlene.byrd981@gmail.com,Bronze,No,Marketplace,2008-07-02,Female
CRMP-001403,CUST-001709,roberta.adams435@yahoo.com,Bronze,Yes,Mobile App,1991-03-27,Male
CRMP-000018,cust-001038,connor.stewart861@gmail.com,Gold,No,Mobile App,1978-12-24,Female
CRMP-000414,CUST-000012,brittney.gonzalez68@gmail.com,Platinum,No,Web,1985-01-09,Female
CRMP-002221,CUST-002909,CLAYTON.ADAMS249@YAHOO.COM,Silver,No,Marketplace,1965-05-28,Female
CRMP-000378,CUST-001200,margaret.jackson503@hotmail.com,Silver,Yes,In-Store,1976-10-01,Male
CRMP-000935,CUST-001706,dana.moore788@yahoo.com,Silver,Yes,Marketplace,1998-05-22,Female
CRMP-002735,CUST-000082,william.bates974@yahoo.com,Gold,No,Web,1973-11-09,Female
CRMP-000199,CUST001183,carla.stewart112@gmail.com,Silver,No,Web,1981-10-11,Female
CRMP-002677,CUST-001711,jose.barnes283@yahoo.com,Bronze,Yes,Web,1978-06-12,FEMALE
CRMP-002610,CUST-002275,alexis.hale126@gmail.com,Silver,No,Mobile App,1950-08-02,Male
CRMP-001314,CUST-000732,susan.morris423@gmail.com,Silver,Yes,In-Store,1964-02-08,NON-BINARY
CRMP-001722,CUST-000950,katie.aguirre686@yahoo.com,Bronze,No,Web,1945-10-24,Female
CRMP-001843,000657,gina.garcia920@yahoo.com,Silver,No,Marketplace,1949-03-31,Male
CRMP-001912,CUST-000375,cheryl.bernard551@yahoo.com,Silver,No,In-Store,1946-10-17,Male
CRMP-002212,CUST-000141,angela.king536@yahoo.com,Bronze,Yes,Mobile App,2007-12-14,Male
CRMP-002752,CUST-001168,lacey.richardson735@gmail.com,Bronze,No,Web,1964-01-12,MALE
CRMP-001998,CUST-001756,john.marshall519@gmail.com,Bronze,No,Marketplace,1982-05-06,Male
CRMP-000386,CUST-002775,laurie.hartman766@gmail.com   ,Bronze,Yes,In-Store,1984-05-30,Male
CRMP-001174,CUST-001992,deborah.griffin53@yahoo.com,Gold,Yes,Mobile App,1975-05-20,Male
CRMP-002668,CUST-002100,sergio.rios672@yahoo.com,Silver,Yes,Marketplace,1979-05-18,Male
CRMP-001605,CUST-000085,howard.davis962@gmail.com,Bronze,Yes,Mobile App,1946-03-29,Prefer not to say
CRMP-000624,CUST-001037,bradley.scott129@hotmail.com,Bronze,No,In-Store,1982-10-05,Male
CRMP-001122,CUST-000587,kimberly.carter587@hotmail.com   ,,Yes,In-Store,1963-12-22,Male
CRMP-002503,CUST-002142,joe.stewart129@hotmail.com,Silver,Yes,Web,1954-04-28,Female
CRMP-001968,CUST-000532,adam.boyd745@yahoo.com,Silver,Yes,In-Store,1984-04-01,MALE
CRMP-000799,CUST-000185,christian.brown730@yahoo.com,Silver,Yes,Mobile App,2006-08-05,Male
CRMP-001484,CUST-000249,megan.norman197@gmail.com,Bronze,Yes,Web,1997-11-25,Non-binary
CRMP-002330,CUST-002424,eugene.avila591@hotmail.com,Platinum,No,Web,1954-03-13,Male
CRMP-001087,CUST-002739,adam.payne920@yahoo.com,Silver,Yes,Mobile App,2008-08-20,Male
CRMP-000290,CUST-000014,michael.frederick364@gmail.com,Silver,Yes,Web,1957-07-23,Female
CRMP-001177,CUST-000856,tommy.owens516@yahoo.com,Bronze,Yes,Marketplace,13-Aug-1996,Female
CRMP-001167,CUST-977099,jacob35@example.net,Bronze,Yes,Mobile App,2008-02-19,Female
CRMP-000617,CUST-000112,heather.williams508@yahoo.com,Gold,Yes,In-Store,1944-05-18,Female
CRMP-000669,CUST-002907,nancy.lopez643@yahoo.com,Bronze,No,Mobile App,1991-07-08,Female
CRMP-000224,CUST-002405,raymond.hernandez457@hotmail.com,,No,Web,1975-04-20,Female
CRMP-001886,CUST-000531,pamela.schultz768@yahoo.com,Bronze,Yes,Web,1960-10-23,Female
CRMP-000244,CUST-000031,heather.wiley439@yahoo.com,Platinum,Yes,Mobile App,1982-10-23,Female
CRMP-002745,CUST-002735,BRENT.MCDANIEL933@YAHOO.COM,Gold,No,Web,1945-08-03,Female
CRMP-001845,CUST-000558, mary.martinez290@yahoo.com ,Silver,Yes,Mobile App,1975-10-15,Female
CRMP-000544,CUST-002743,tommy.sampson31@gmail.com,Silver,No,Marketplace,1981-08-05,Female
CRMP-001659,CUST-000243,steven.leonard919@gmail.com,Gold,Yes,Web,1957-01-22,Female
CRMP-000668,CUST-002093,scott.briggs489@yahoo.com,Bronze,Yes,Mobile App,1985-04-06,Male
CRMP-000798,CUST-002777,taylor.johnston331@hotmail.com,Silver,No,Web,1951-01-03,Female
CRMP-000037,CUST-002795,michael.hunt574@gmail.com,Gold,No,Web,1957-11-12,Female
CRMP-001338,CUST-001191,daniel.thomas966@yahoo.com,Bronze,Yes,Mobile App,1959-07-16,Female
CRMP-000656,CUST-002567,susan.berry659@yahoo.com,Gold,No,Web,1984-11-02,Male
CRMP-000654,CUST-000668,tammy.welch77@hotmail.com,Bronze,No,In-Store,2005-11-14,Female
CRMP-001700,CUST-001832,nicole.smith477@gmail.com,Gold,Yes,Marketplace,1955-11-30,Female
CRMP-002794,CUST-001991,ronald.murphy372@gmail.com,Bronze,Yes,Web,1988-12-10,Female
CRMP-000540,CUST-001423,marco.hines757@yahoo.com,Bronze,No,Marketplace,1981-08-29,Female
CRMP-002285,CUST-001154,daniel.reid785@hotmail.com,Bronze,No,In-Store,1950-07-14,Male
CRMP-001030,CUST-000529,kristi.townsend913@hotmail.com,Bronze,Yes,Mobile App,2003-09-23,Male
CRMP-001010,cust-000319,kathleen.davidson930@gmail.com,,Yes,Mobile App,1979-09-20,Male
CRMP-001390,CUST-000296,jeremiah.russell607@yahoo.com,Gold,No,Mobile App,04/21/1943,Male
CRMP-002772,CUST-001118,cassandra.lopez887@gmail.com   ,Bronze,No,Mobile App,2001-02-19,Female
CRMP-000105,CUST-001465,jose.collins475@hotmail.com,Bronze,No,Mobile App,2003-06-22,Female
CRMP-000322,CUST-001099,heather.martinez13@gmail.com,Silver,Yes,In-Store,1996-01-19,Female
CRMP-002784,CUST-000073,christopher.hawkins542@hotmail.com,Silver,Yes,Mobile App,1986-06-07,Male
CRMP-000091,CUST-001034,audrey.clarke729@gmail.com,,Yes,Mobile App,1986-04-24,Female
CRMP-002409,CUST-001962,elizabeth.wells175@yahoo.com,Bronze,Yes,In-Store,1978-12-25,Male
CRMP-001156,CUST-001781,sylvia.conway521@hotmail.com,Silver,No,Mobile App,1946-02-11,Female
CRMP-002426,CUST-002815,charles.byrd82@yahoo.com,Bronze,No,In-Store,1989-03-19,Prefer not to say
CRMP-000232,CUST-000254,lisa.rodriguez246@yahoo.com,Silver,Yes,Web,2000-07-20,Male
CRMP-001216,CUST-002807,gabriel.smith783@gmail.com,Bronze,No,Web,1954-09-13,Male
CRMP-001424,CUST-000812,jessica.fernandez728@yahoo.com,Bronze,No,Web,1944-07-10,Male
CRMP-000700,CUST-002092,john.simpson880@hotmail.com,Gold,Yes,Web,1968-12-04,Female
CRMP-001695,CUST-000389,  brenda.gregory533@gmail.com,Bronze,Yes,Mobile App,1947-10-25,Male
CRMP-000533,CUST-000827,carl.tyler119@gmail.com,Silver,No,Web,1970-05-17,Female
CRMP-000110,CUST-001134,cindy.bell703@gmail.com,Silver,Yes,Web,1945-11-16,Female
CRMP-000650,CUST-002350,michael.martin237@gmail.com,Silver,No,Web,1968-01-18,Male
CRMP-001930,CUST-001120,erin.horn937@hotmail.com,Gold,No,Marketplace,1978-04-25,Female
CRMP-001592,CUST-002955,amanda.holmes579@gmail.com,Silver,Yes,Web,1946-12-25,Female
CRMP-002667,CUST-001321,benjamin.peterson712@gmail.com,Silver,No,In-Store,1992-06-15,Female
CRMP-002326,CUST-000629,robert.smith961@gmail.com,Bronze,Yes,Marketplace,1970-04-28,Female
CRMP-000374,CUST-972406,qoneal@example.net,Bronze,No,Marketplace,1948-10-19,Male
CRMP-000578,CUST-001353,nicole.mitchell559@gmail.com,Bronze,Yes,Web,1952-09-21,Female
CRMP-000678,CUST-001402,kevin.horn608@hotmail.com,Bronze,No,Mobile App,1943-02-27,Female
CRMP-000375,CUST-002311,ashley.hurst283@hotmail.com,Bronze,Yes,Mobile App,1943-08-26,Non-binary
CRMP-002600,CUST-001967,john.weiss235@gmail.com,Silver,Yes,Mobile App,1952-12-31,Prefer not to say
CRMP-000260,CUST-002407,robert.reed864@hotmail.com,Bronze,Yes,Web,1980-01-03,Non-binary
CRMP-002685,CUST-000261, bethany.barnes705@hotmail.com ,Silver,No,Web,"July 16, 1972",Male
CRMP-000427,CUST-002228,sarah.berry329@yahoo.com,Gold,Yes,Mobile App,1960-02-06,Male
CRMP-002117,CUST-002553,timothy.young742@hotmail.com,Silver,Yes,Web,1986-12-13,Male
CRMP-002399,CUST-002199,joshua.curtis612@gmail.com,Silver,Yes,Web,1975-01-30,Male
CRMP-002675,CUST-001040, melanie.garcia706@gmail.com ,Gold,No,Web,11/28/1943,Female
CRMP-002794,CUST-001991,ronald.murphy372@gmail.com,Bronze,Yes,Web,1988-12-10,Female
CRMP-002057,CUST-002493,monique.griffin245@yahoo.com,Bronze,Yes,Mobile App,1986-01-18,fEMALE
CRMP-001032,CUST-001051,david.baxter678@gmail.com,Silver,Yes,Web,1997-09-15,Female
CRMP-002228,CUST000569,jack.cardenas297@hotmail.com,Silver,No,Marketplace,1945-10-26,Male
CRMP-000112,CUST-002344,elizabeth.gonzalez25@hotmail.com,Platinum,No,Mobile App,2008-08-22,Male
CRMP-000211,CUST-002442,kenneth.hughes759@hotmail.com,Silver,Yes,Web,1999-01-18,Female
CRMP-001523,002708,adam.cole700@yahoo.com,Platinum,Yes,Web,1942-01-31,Male
CRMP-002655,CUST-002631,april.howell989@hotmail.com,Bronze,Yes,Mobile App,1941-10-19,Male
CRMP-000156,CUST-001852,michaela.booker421@gmail.com,Bronze,Yes,Marketplace,2006-09-18,Female
CRMP-000172,CUST-000777,juan.miller700@yahoo.com,Gold,Yes,Web,1965-09-09,Male
CRMP-001794,CUST-001016,travis.gonzalez145@yahoo.com,Silver,No,Web,1951-07-07,Prefer not to say
CRMP-002303,CUST-001622,daniel.scott712@yahoo.com,Silver,Yes,Web,2002-04-11,Female
CRMP-000924,CUST-002666,christopher.beck583@gmail.com,Silver,Yes,Mobile App,1966-01-09,Female
CRMP-002780,CUST-002090,gary.gonzalez932@yahoo.com,Gold,No,In-Store,1972-07-15,Male
CRMP-000743,CUST-001028,jordan.williams512@yahoo.com,Silver,No,Mobile App,1975-03-23,Male
CRMP-002141,CUST001982,bailey.castillo130@gmail.com,Bronze,No,Mobile App,1990-01-05,Female
CRMP-000752,CUST-001523,GARY.MASON389@GMAIL.COM,Bronze,Yes,Marketplace,1975-11-24,Female
CRMP-001261,CUST-000568,scott.brown119@gmail.com,Gold,Yes,Web,1942-05-28,Female
CRMP-002499,CUST-002282,lori.allen10@gmail.com,Silver,No,Mobile App,1975-02-24,Male
CRMP-002452,CUST-002934,CYNTHIA.CHRISTENSEN370@YAHOO.COM,Bronze,Yes,In-Store,2001-08-31,Male
CRMP-001875,CUST-002697,alexandria.cook825@hotmail.com,Gold,Yes,Mobile App,1945-04-21,Male
CRMP-001673,CUST-001388,tyler.hernandez219@hotmail.com,Bronze,Yes,Marketplace,1997-10-22,Male
CRMP-002235,CUST-002930,eddie.mathews446@gmail.com,Bronze,No,In-Store,1952-07-18,Female
CRMP-000204,CUST-001651,karen.williams136@hotmail.com,Silver,No,Mobile App,1975-04-13,Female
CRMP-001296,CUST-000755,courtney.foster532@hotmail.com,Platinum,No,Web,1953-10-08,Non-binary
CRMP-000866,CUST-000364,michael.harrell52@yahoo.com,Gold,No,Mobile App,1996-06-09,Male
CRMP-001021,CUST-001107,wesley.lewis314@yahoo.com,Platinum,Yes,Web,1961-08-05,Male
CRMP-001956,CUST-001795,carolyn.holmes745@hotmail.com,Gold,No,Web,1942-03-16,Male
CRMP-002024,CUST-002605,margaret.thompson155@hotmail.com,Gold,Yes,In-Store,1967-05-24,Female
CRMP-000006,CUST-002340,raymond.johnson702@yahoo.com,Bronze,Yes,Mobile App,1946-03-08,Male
CRMP-000028,CUST-001874,kenneth.gardner204@yahoo.com,Bronze,Yes,Mobile App,1952-02-20,Male
CRMP-002145,CUST-002482,robert.sanders65@yahoo.com,,Yes,In-Store,1969-02-22,Male
CRMP-000675,CUST-001600,brian.pearson564@gmail.com,Silver,Yes,Web,1969-05-16,Female
CRMP-001458,CUST-002569,brandon.ross525@yahoo.com,Silver,Yes,Marketplace,1967-08-25,Prefer not to say
CRMP-002184,CUST-957517,tamarahayes@example.net,Gold,Yes,Mobile App,2008-06-28,Male
CRMP-001333,CUST-002009,JULIE.RICHARDSON648@GMAIL.COM,Gold,Yes,Web,1956-12-03,Male
CRMP-002220,CUST-002422,john.daniels646@yahoo.com,Bronze,No,Marketplace,1980-10-27,Female
CRMP-001278,CUST-001487,mark.gibson254@gmail.com,Bronze,No,Web,1948-01-06,Male
CRMP-001505,CUST-002958,michelle.carroll625@hotmail.com,Bronze,Yes,Mobile App,1967-03-16,Male
CRMP-002171,CUST-000321,michael.long739@yahoo.com,Gold,Yes,Web,1982-10-09,Female
CRMP-000010,CUST-002288,jessica.obrien437@gmail.com,Bronze,No,Web,1953-09-21,Male
CRMP-001948,CUST-001539,rhonda.taylor657@yahoo.com,Platinum,No,Web,1991-03-23,Male
CRMP-000453,CUST-000641,LEON.HODGE577@YAHOO.COM,Gold,Yes,Marketplace,"March 15, 1998",Female
CRMP-000968,CUST-001177,bobby.terry734@hotmail.com,Bronze,No,Web,1996-12-19,Female
CRMP-000557,CUST-000124,lauren.phelps752@hotmail.com,Bronze,Yes,Marketplace,1949-06-19,Female
CRMP-001180,CUST-000497,jennifer.rose637@hotmail.com,Bronze,Yes,Web,1990-02-03,Male
CRMP-002818,CUST-001977,kimberly.carter631@hotmail.com,Gold,No,Marketplace,1949-03-07,Female
CRMP-001238,CUST-000405,ashley.lloyd793@hotmail.com,Silver,No,Mobile App,1998-11-25,Female
CRMP-000215,CUST-001149,michael.pittman73@gmail.com,Bronze,Yes,Web,1964-11-23,Male
CRMP-000563,CUST-000575,scott.brooks168@hotmail.com,Platinum,No,Web,1972-12-16,Female
CRMP-002788,CUST-002662,benjamin.ruiz850@yahoo.com,Silver,Yes,Web,1963-12-26,Female
CRMP-001932,CUST-002459,steven.jackson373@gmail.com,Gold,No,Mobile App,1982-06-09,Female
CRMP-000181,CUST-000487,jessica.richardson380@yahoo.com   ,Bronze,No,Mobile App,1988-04-30,Male
CRMP-001470,CUST-002083,robert.king164@hotmail.com,Silver,Yes,Mobile App,1996-07-23,Female
CRMP-002666,CUST-002654,joseph.mendoza38@gmail.com,Silver,Yes,Web,1956-01-17,Male
CRMP-001593,CUST-001780,jon.blackwell511@hotmail.com,Bronze,No,Web,1997-03-21,Male
CRMP-000031,CUST-000537,dustin.edwards362@gmail.com,Bronze,Yes,In-Store,05/21/1952,Female
CRMP-002436,CUST-002872,caleb.johnston863@yahoo.com,Silver,Yes,Web,1980-07-14,Female
CRMP-002691,CUST-001930,jill.rodriguez671@gmail.com,Bronze,No,Web,1981-10-26,Male
CRMP-000480,CUST-000287,kathy.george331@gmail.com,Gold,Yes,Web,1996-01-29,Female
CRMP-001053,CUST-002848,alan.meyer165@hotmail.com,Gold,Yes,Marketplace,2005-08-18,Male
CRMP-000140,CUST-001247,  shawn.nelson193@yahoo.com,Gold,No,Web,1959-05-06,Male
CRMP-001213,CUST-000912,daniel.duran958@gmail.com,Bronze,No,Web,1957-10-14,Female
CRMP-000954,CUST-000626,alexandra.franco699@gmail.com,Gold,Yes,Web,2004-08-13,Male
CRMP-000262,CUST-002447,kathryn.garcia472@gmail.com,Silver,Yes,Marketplace,1965-10-14,Female
CRMP-002482,CUST-001158,jeremy.ibarra761@yahoo.com,Bronze,No,Mobile App,1994-02-19,Male
CRMP-002318,CUST-001880,kristina.rivera13@gmail.com,Bronze,No,In-Store,1994-11-11,Female
CRMP-002636,CUST-001294,tyler.garcia866@yahoo.com,Gold,No,Mobile App,1960-03-12,Female
CRMP-000340,CUST-000384,christine.duran932@hotmail.com,Silver,No,Marketplace,1978-03-18,Male
CRMP-001650,002366,kathryn.landry161@yahoo.com,,Yes,Web,1973-09-11,Female
CRMP-001352,CUST-002229,ronald.levine679@gmail.com,Silver,Yes,Mobile App,1946-02-11,Male
CRMP-000041,CUST-001978,douglas.rosales112@yahoo.com,Platinum,Yes,Marketplace,1966-08-05,Female
CRMP-002064,CUST-000436,sarah.kennedy431@yahoo.com,Silver,No,In-Store,1995-08-19,Male
CRMP-002286,CUST-002995,erin.smith534@hotmail.com,Bronze,Yes,Mobile App,1960-05-21,FEMALE
CRMP-001253,CUST-002609,crystal.miller243@gmail.com,Bronze,Yes,Marketplace,1984-08-05,Male
CRMP-000928,CUST-910719,wendypowell@example.org,Bronze,Yes,Mobile App,1961-12-19,Male
CRMP-001499,CUST-002194, lisa.wells502@gmail.com ,Bronze,No,Web,1978-01-18,Male
